Total Keypoints train: 353

Detectado,Total keypoints object, coincidencias validas(antes de ransac), coincidencias validas (depues ransac), fps, fps_promedio
0,162,109,14,50.61,12.6813
0,109,170,98,8.2453,12.6561
0,109,170,98,13.6004,12.6614
0,140,123,21,2.90862,12.6066
0,140,123,21,48.6166,12.8078
0,140,123,21,13.4713,12.8115
0,206,130,14,2.64046,12.7553
0,206,130,14,47.7695,12.9477
0,206,130,14,29.391,13.0375
0,206,130,14,7.13867,13.0055
0,25,139,34,3.67359,12.955
0,65,96,29,6.51976,12.9204
0,107,112,32,5.70035,12.8818
0,87,134,18,4.62954,12.8379
0,44,85,44,14.6348,12.8474
0,149,122,13,3.89228,12.8003
0,104,89,28,6.40984,12.7669
0,98,61,25,7.65262,12.7402
0,51,53,14,5.76316,12.7041
0,47,72,22,7.08958,12.6751
0,58,84,26,7.4578,12.6484
0,102,119,42,7.21137,12.6206
0,35,61,22,8.42778,12.5993
0,78,48,20,8.04724,12.5764
0,100,100,34,7.08155,12.5487
0,126,69,19,5.66495,12.5143
0,74,150,104,8.69906,12.4953
0,92,105,30,6.24473,12.4644
0,103,82,23,5.79986,12.4316
0,103,99,17,4.20408,12.3912
0,109,113,34,6.70596,12.3635
0,162,107,16,4.18037,12.3238
0,29,71,20,11.1582,12.3182
0,25,55,11,6.3008,12.2892
0,197,111,23,3.70438,12.2481
0,197,111,23,48.7472,12.422
0,125,102,19,4.15117,12.3828
0,167,102,21,3.86521,12.3426
0,167,102,21,56.6606,12.5506
0,167,102,21,56.2684,12.7549
0,153,90,28,6.28753,12.7249
0,212,118,14,3.9114,12.684
0,162,121,20,4.17557,12.6448
0,76,91,21,5.03694,12.6099
0,96,98,30,6.98783,12.5843
0,131,113,19,4.32059,12.5467
0,87,103,24,5.12188,12.5131
0,58,159,47,8.05639,12.493
0,31,130,59,18.0672,12.518
0,32,125,70,19.8318,12.5507
0,54,137,51,9.17405,12.5357
0,69,146,80,10.1517,12.5251
0,83,113,35,7.71879,12.504
0,43,134,32,4.9748,12.4709
0,43,134,32,44.3494,12.6101
0,63,126,32,6.03245,12.5815
0,63,126,32,49.9375,12.7433
0,81,136,32,5.10235,12.7103
0,46,128,30,5.79979,12.6807
