Total Keypoints train: 269

Detectado,Total keypoints object, coincidencias validas(antes de ransac), coincidencias validas (depues ransac), fps, fps_promedio
0,48,89,38,12.0096,12.714
0,53,64,14,5.05186,12.6704
0,61,81,27,8.49942,12.6469
0,59,82,20,5.68958,12.6078
0,109,73,14,5.52465,12.5682
0,85,89,25,7.58018,12.5405
0,72,69,16,4.61004,12.4967
0,53,96,29,8.22735,12.4732
0,83,89,16,4.4789,12.4295
0,105,68,11,4.44231,12.3861
0,87,76,15,4.4937,12.3435
0,83,93,19,4.71003,12.3024
0,80,96,27,7.31989,12.2758
0,68,73,17,5.25618,12.2384
1,352,91,32,7.01115,12.2108
0,352,91,32,52.687,12.4238
0,352,91,32,58.6649,12.6659
1,344,112,36,6.51237,12.6339
0,344,112,36,48.5081,12.8197
0,36,105,24,5.1697,12.7803
0,41,92,29,9.31488,12.7625
0,23,163,76,12.8225,12.7628
0,51,89,32,9.78129,12.7477
0,86,86,31,8.91591,12.7284
0,105,91,16,4.47142,12.6869
1,328,108,42,6.95274,12.6582
0,328,108,42,51.0126,12.849
1,365,104,31,5.0634,12.8105
1,83,107,17,4.7421,12.7707
0,28,40,23,21.1025,12.8116
1,225,91,29,6.36141,12.7801
0,88,102,34,8.65613,12.7601
0,76,106,26,5.27972,12.7239
0,42,118,74,11.2314,12.7168
0,39,80,36,10.6995,12.7071
0,45,86,26,5.63533,12.6734
0,47,118,60,8.78364,12.655
0,42,111,36,5.79082,12.6226
0,91,94,16,3.92844,12.5818
0,22,106,46,10.8225,12.5736
0,53,70,21,7.71444,12.551
0,32,117,43,10.3127,12.5406
0,33,136,60,7.61691,12.5179
0,63,80,21,4.48424,12.4811
0,60,96,43,9.73416,12.4685
0,81,83,30,7.34933,12.4453
0,98,91,17,4.34654,12.4086
0,171,76,13,4.11633,12.3713
0,154,66,20,6.707,12.3459
0,104,65,13,4.60156,12.3113
0,64,109,38,9.02119,12.2967
0,64,109,38,48.8926,12.4586
0,19,100,60,24.1109,12.5099
0,71,95,18,4.81689,12.4762
0,18,145,80,14.0109,12.4829
0,23,155,121,10.818,12.4757
0,5,138,99,8.82497,12.4599
0,8,179,128,6.54575,12.4344
0,12,133,101,6.5937,12.4093
0,72,86,31,5.63555,12.3804
0,34,96,64,12.7424,12.3819
0,50,59,41,4.98388,12.3505
0,87,78,20,4.52122,12.3175
0,110,95,13,4.43345,12.2844
0,63,80,46,8.79942,12.2698
0,74,92,29,7.89103,12.2516
0,31,37,13,11.1952,12.2472
0,51,68,36,8.95343,12.2336
0,93,84,25,5.5774,12.2062
0,62,101,15,5.80198,12.1799
1,135,116,17,3.96717,12.1464
0,62,98,56,8.12071,12.13
0,29,125,89,9.24232,12.1184
0,65,103,44,10.4643,12.1117
0,69,94,25,5.864,12.0866
0,69,94,25,61.9113,12.2859
0,29,115,32,4.81856,12.2561
0,26,121,36,7.29325,12.2364
0,88,95,22,4.03722,12.204
0,108,79,19,4.54316,12.1739
1,119,90,15,3.95418,12.1416
0,57,94,39,8.50492,12.1274
0,114,64,13,3.86798,12.0953
0,50,95,26,6.33405,12.073
