Total Keypoints train: 286

Detectado,Total keypoints object, coincidencias validas(antes de ransac), coincidencias validas (depues ransac), fps, fps_promedio
1,73,120,17,4.03907,7.25518
0,73,102,15,4.29705,7.23828
1,65,124,23,4.31202,7.22165
1,72,114,29,5.51356,7.212
1,58,116,13,4.47293,7.19661
1,65,101,12,4.40521,7.18102
1,77,115,25,4.40391,7.16559
0,52,111,23,4.74399,7.15221
0,49,105,13,4.90593,7.13987
1,52,129,20,4.55001,7.12572
0,31,122,43,9.16589,7.13681
1,82,113,26,4.35354,7.12176
1,94,108,35,6.54018,7.11863
1,102,102,33,7.04651,7.11825
0,20,140,29,5.76096,7.11103
1,113,117,30,5.12143,7.1005
0,113,117,30,47.7738,7.31457
1,67,139,29,4.39001,7.29926
1,84,117,30,5.43036,7.28953
1,84,119,31,4.90879,7.27719
1,97,123,34,5.83121,7.26974
0,97,123,34,46.8779,7.47286
1,104,102,24,4.53147,7.45785
0,104,102,24,47.0256,7.6587
1,106,99,25,4.43945,7.64244
0,106,99,25,49.5172,7.85287
0,106,99,25,47.5534,8.05137
0,106,99,25,55.0629,8.28526
0,106,99,25,55.8816,8.52088
1,69,95,26,7.02386,8.51351
0,69,95,26,47.6149,8.70518
0,69,95,26,44.0351,8.87752
