Total Keypoints train: 192

Detectado Total_keypoints_object  coincidencias_validas(antes_de_ransac)  coincidencias_validas_(depues_ransac)  fps  fps_promedio
0 125 58 9 3,47186 inf
0 64 83 19 51,6635 28,3807
0 86 76 13 5,65838 28,351
0 86 76 13 66,1593 28,4003
0 86 76 13 47,6918 28,4254
0 86 76 13 55,0268 28,46
0 86 76 13 54,666 28,4941
1 206 105 51 6,78307 28,4659
1 156 87 45 7,59861 28,4389
1 192 93 48 7,38902 28,4116
0 192 93 48 60,441 28,453
1 207 93 45 6,49051 28,4247
1 190 87 49 6,72097 28,3967
1 171 98 51 7,83417 28,3702
0 176 92 45 7,59209 28,3435
0 37 85 15 6,08776 28,315
1 152 93 41 6,56853 28,2871
1 195 96 38 5,93394 28,2585
0 170 80 43 7,18452 28,2315
1 203 110 61 6,13222 28,2033
1 140 106 50 6,90245 28,1761
1 190 98 54 6,62853 28,1487
1 196 109 71 6,99722 28,1218
1 201 104 71 7,60768 28,0957
0 201 104 71 60,3393 28,1366
1 167 99 62 7,46631 28,1104
1 192 106 72 8,3239 28,0854
1 190 121 80 8,18117 28,0602
1 88 81 32 11,4108 28,0392
1 139 110 69 8,93152 28,0151
1 131 94 50 8,03419 27,9899
1 170 120 67 6,82986 27,9633
1 200 104 68 7,40801 27,9375
0 200 104 68 54,3952 27,9707
1 49 96 33 8,20978 27,9459
1 67 84 28 10,8753 27,9246
1 186 118 81 7,27018 27,8987
1 198 113 75 6,02148 27,8714
0 198 113 75 52,3967 27,902
0 198 113 75 52,9497 27,9332
1 189 111 77 6,84978 27,907
1 213 113 77 6,59909 27,8805
0 213 113 77 54,7645 27,9139
1 83 65 14 5,50734 27,8861
0 83 65 14 48,9909 27,9122
0 83 65 14 44,9719 27,9333
0 83 65 14 53,4647 27,9648
0 83 65 14 53,5671 27,9964
0 32 84 20 6,54297 27,97
0 32 84 20 51,9805 27,9995
0 32 84 20 47,6485 28,0236
0 32 84 20 49,6103 28,0501
0 32 84 20 57,3957 28,0861
0 32 84 20 51,3247 28,1145
0 32 84 20 54,7709 28,1471
0 32 84 20 58,7026 28,1844
1 107 100 62 8,81143 28,1608
0 107 100 62 48,3582 28,1854
0 107 100 62 52,829 28,2154
0 107 100 62 59,0839 28,2529
0 107 100 62 44,0648 28,2721
0 107 100 62 57,2672 28,3072
0 107 100 62 51,5784 28,3354
1 100 78 20 6,20278 28,3086
0 100 78 20 36,816 28,3189
0 100 78 20 53,1975 28,3489
0 100 78 20 57,3031 28,3838
0 100 78 20 50,958 28,411
0 100 78 20 60,5728 28,4496
0 100 78 20 47,9135 28,473
1 180 107 70 6,87995 28,4471
0 180 107 70 55,0239 28,4789
0 180 107 70 51,8212 28,5069
0 180 107 70 52,5069 28,5355
0 180 107 70 58,1767 28,5709
0 180 107 70 51,3159 28,598
0 180 107 70 44,7431 28,6172
0 180 107 70 47,2816 28,6394
0 180 107 70 52,0837 28,6673
0 180 107 70 53,3789 28,6966
0 180 107 70 58,4523 28,7318
1 191 121 76 7,09729 28,7062
0 191 121 76 54,218 28,7364
1 157 111 66 6,4642 28,7101
1 123 102 57 7,17983 28,6847
1 181 108 69 8,65613 28,6611
1 147 109 61 9,11892 28,6381
1 78 74 25 10,1215 28,6164
1 91 97 50 7,8799 28,592
1 53 88 18 3,83696 28,563
1 96 76 28 6,30569 28,5369
0 166 84 39 5,46792 28,51
1 139 89 38 6,19962 28,4839
1 172 105 64 6,7843 28,4586
1 168 102 63 6,97763 28,4335
1 166 110 69 7,43943 28,4091
1 159 92 55 6,8252 28,384
